,file,page,question,score,target,len_question,qst_words,qst_clean,len_qst_cln,year,flag_what_meant,qst_tokenised,tokens_without_punctuationa,tokens_lemm,tokens_lst
182,Question paper - Unit 1 (WBS11) - June 2021.pdf,7,"Using this data, calculate the income elasticity of demand for BiSU. You are advised to show your working.",4,the market,106,"['Using', 'this', 'data,', 'calculate', 'the', 'income', 'elasticity', 'of', 'demand', 'for', 'BiSU.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data, calculate income elasticity demand bisu. you advised show working.",78,2021,0,"['using', 'data', ',', 'calculate', 'income', 'elasticity', 'demand', 'bisu', '.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'calculate', 'income', 'elasticity', 'demand', 'bisu', 'you', 'advised', 'show', 'working']","['use', 'data', 'calculate', 'income', 'elasticity', 'demand', 'bisu', 'you', 'advise', 'show', 'work']",using data calculate income elasticity demand bisu you advised show working
183,Question paper - Unit 1 (WBS11) - June 2021.pdf,8,Analyse two factors that may lead to a change in the supply of delivery services in Turkey.,6,the market,91,"['Analyse', 'two', 'factors', 'that', 'may', 'lead', 'to', 'a', 'change', 'in', 'the', 'supply', 'of', 'delivery', 'services', 'in', 'Turkey.']",analyse two factors may lead change supply delivery services turkey.,68,2021,0,"['analyse', 'two', 'factors', 'may', 'lead', 'change', 'supply', 'delivery', 'services', 'turkey', '.']","['analyse', 'two', 'factors', 'may', 'lead', 'change', 'supply', 'delivery', 'services', 'turkey']","['analyse', 'two', 'factor', 'may', 'lead', 'change', 'supply', 'delivery', 'service', 'turkey']",analyse two factors may lead change supply delivery services turkey
184,Question paper - Unit 1 (WBS11) - June 2021.pdf,9,"Discuss the benefits, for a business such as Kapgel, of using part -time and temporary employees.",8,managing people,97,"['Discuss', 'the', 'benefits,', 'for', 'a', 'business', 'such', 'as', 'Kapgel,', 'of', 'using', 'part', '-time', 'and', 'temporary', 'employees.']","discuss benefits, business kapgel, using part -time temporary employees.",72,2021,0,"['discuss', 'benefits', ',', 'business', 'kapgel', ',', 'using', 'part', '-time', 'temporary', 'employees', '.']","['discuss', 'benefits', 'business', 'kapgel', 'using', 'part', '-time', 'temporary', 'employees']","['discus', 'benefit', 'business', 'kapgel', 'use', 'part', '-time', 'temporary', 'employee']",discuss benefits business kapgel using part -time temporary employees
185,Question paper - Unit 1 (WBS11) - June 2021.pdf,10,Assess the extent to which product is the most important element of the marketing mix for on-demand delivery businesses in Turkey.,10,marketing mix and strategy,130,"['Assess', 'the', 'extent', 'to', 'which', 'product', 'is', 'the', 'most', 'important', 'element', 'of', 'the', 'marketing', 'mix', 'for', 'on-demand', 'delivery', 'businesses', 'in', 'Turkey.']",assess extent product important element marketing mix on-demand delivery businesses turkey.,91,2021,0,"['assess', 'extent', 'product', 'important', 'element', 'marketing', 'mix', 'on-demand', 'delivery', 'businesses', 'turkey', '.']","['assess', 'extent', 'product', 'important', 'element', 'marketing', 'mix', 'on-demand', 'delivery', 'businesses', 'turkey']","['assess', 'extent', 'product', 'important', 'element', 'market', 'mix', 'on-demand', 'delivery', 'business', 'turkey']",assess extent product important element marketing mix on-demand delivery businesses turkey
186,Question paper - A Level Paper 1 - October 2020.pdf,4,"Using the data in Extract A, calculate the percentage increase in the hourly wage that Tesco would have to pay its staff to match Aldi’s. State your answer to two decimal places.",4,managing people,178,"['Using', 'the', 'data', 'in', 'Extract', 'A,', 'calculate', 'the', 'percentage', 'increase', 'in', 'the', 'hourly', 'wage', 'that', 'Tesco', 'would', 'have', 'to', 'pay', 'its', 'staff', 'to', 'match', 'Aldi’s.', 'State', 'your', 'answer', 'to', 'two', 'decimal', 'places.']","using data extract a, calculate percentage increase hourly wage tesco would pay staff match aldi’s. state answer two decimal places.",132,2020,0,"['using', 'data', 'extract', 'a', ',', 'calculate', 'percentage', 'increase', 'hourly', 'wage', 'tesco', 'would', 'pay', 'staff', 'match', 'aldi', '’', 's', '.', 'state', 'answer', 'two', 'decimal', 'places', '.']","['using', 'data', 'extract', 'a', 'calculate', 'percentage', 'increase', 'hourly', 'wage', 'tesco', 'would', 'pay', 'staff', 'match', 'aldi', 's', 'state', 'answer', 'two', 'decimal', 'places']","['use', 'data', 'extract', 'a', 'calculate', 'percentage', 'increase', 'hourly', 'wage', 'tesco', 'would', 'pay', 'staff', 'match', 'aldi', 's', 'state', 'answer', 'two', 'decimal', 'place']",using data extract a calculate percentage increase hourly wage tesco would pay staff match aldi s state answer two decimal places
187,Question paper - A Level Paper 1 - October 2020.pdf,5,Explain one business objective Tesco might be aiming to achieve by launching its Jack’s stores.,4,entrepreneurs and leaders,95,"['Explain', 'one', 'business', 'objective', 'Tesco', 'might', 'be', 'aiming', 'to', 'achieve', 'by', 'launching', 'its', 'Jack’s', 'stores.']",explain one business objective tesco might aiming achieve launching jack’s stores.,82,2020,0,"['explain', 'one', 'business', 'objective', 'tesco', 'might', 'aiming', 'achieve', 'launching', 'jack', '’', 's', 'stores', '.']","['explain', 'one', 'business', 'objective', 'tesco', 'might', 'aiming', 'achieve', 'launching', 'jack', 's', 'stores']","['explain', 'one', 'business', 'objective', 'tesco', 'might', 'aim', 'achieve', 'launch', 'jack', 's', 'store']",explain one business objective tesco might aiming achieve launching jack s stores
188,Question paper - A Level Paper 1 - October 2020.pdf,6,Assess the likely benefits to Jack’s if it only advertises locally using leaflets.,10,marketing mix and strategy,82,"['Assess', 'the', 'likely', 'benefits', 'to', 'Jack’s', 'if', 'it', 'only', 'advertises', 'locally', 'using', 'leaflets.']",assess likely benefits jack’s advertises locally using leaflets.,64,2020,0,"['assess', 'likely', 'benefits', 'jack', '’', 's', 'advertises', 'locally', 'using', 'leaflets', '.']","['assess', 'likely', 'benefits', 'jack', 's', 'advertises', 'locally', 'using', 'leaflets']","['assess', 'likely', 'benefit', 'jack', 's', 'advertise', 'locally', 'use', 'leaflet']",assess likely benefits jack s advertises locally using leaflets
189,Question paper - A Level Paper 1 - October 2020.pdf,8,Assess the likely impact on Aldi’s recruitment and selection costs if staff choose to leave due to poor working conditions.,12,managing people,123,"['Assess', 'the', 'likely', 'impact', 'on', 'Aldi’s', 'recruitment', 'and', 'selection', 'costs', 'if', 'staff', 'choose', 'to', 'leave', 'due', 'to', 'poor', 'working', 'conditions.']",assess likely impact aldi’s recruitment selection costs staff choose leave due poor working conditions.,103,2020,0,"['assess', 'likely', 'impact', 'aldi', '’', 's', 'recruitment', 'selection', 'costs', 'staff', 'choose', 'leave', 'due', 'poor', 'working', 'conditions', '.']","['assess', 'likely', 'impact', 'aldi', 's', 'recruitment', 'selection', 'costs', 'staff', 'choose', 'leave', 'due', 'poor', 'working', 'conditions']","['assess', 'likely', 'impact', 'aldi', 's', 'recruitment', 'selection', 'cost', 'staff', 'choose', 'leave', 'due', 'poor', 'work', 'condition']",assess likely impact aldi s recruitment selection costs staff choose leave due poor working conditions
190,Question paper - A Level Paper 1 - October 2020.pdf,10,Evaluate these two options and recommend which one Aldi should use to improve customer satisfaction.,20,marketing mix and strategy,100,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'one', 'Aldi', 'should', 'use', 'to', 'improve', 'customer', 'satisfaction.']",evaluate two options recommend one aldi use improve customer satisfaction.,74,2020,0,"['evaluate', 'two', 'options', 'recommend', 'one', 'aldi', 'use', 'improve', 'customer', 'satisfaction', '.']","['evaluate', 'two', 'options', 'recommend', 'one', 'aldi', 'use', 'improve', 'customer', 'satisfaction']","['evaluate', 'two', 'option', 'recommend', 'one', 'aldi', 'use', 'improve', 'customer', 'satisfaction']",evaluate two options recommend one aldi use improve customer satisfaction
191,Question paper - A Level Paper 1 - October 2020.pdf,15,"In 2019 the price of a Ford Endeavour rose from 30m Rupee to 30.9m Rupee. Using this data and the information from Extract D, calculate the percentage change in quantity demanded for the Ford Endeavour in 2019. State your answer to two decimal places. You are advised to show your working.",4,the market,289,"['In', '2019', 'the', 'price', 'of', 'a', 'Ford', 'Endeavour', 'rose', 'from', '30m', 'Rupee', 'to', '30.9m', 'Rupee.', 'Using', 'this', 'data', 'and', 'the', 'information', 'from', 'Extract', 'D,', 'calculate', 'the', 'percentage', 'change', 'in', 'quantity', 'demanded', 'for', 'the', 'Ford', 'Endeavour', 'in', '2019.', 'State', 'your', 'answer', 'to', 'two', 'decimal', 'places.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","2019 price ford endeavour rose 30m rupee 30.9m rupee. using data information extract d, calculate percentage change quantity demanded ford endeavour 2019. state answer two decimal places. you advised show working.",213,2020,0,"['2019', 'price', 'ford', 'endeavour', 'rose', '30m', 'rupee', '30.9m', 'rupee', '.', 'using', 'data', 'information', 'extract', 'd', ',', 'calculate', 'percentage', 'change', 'quantity', 'demanded', 'ford', 'endeavour', '2019.', 'state', 'answer', 'two', 'decimal', 'places', '.', 'you', 'advised', 'show', 'working', '.']","['2019', 'price', 'ford', 'endeavour', 'rose', '30m', 'rupee', '30.9m', 'rupee', 'using', 'data', 'information', 'extract', 'd', 'calculate', 'percentage', 'change', 'quantity', 'demanded', 'ford', 'endeavour', '2019.', 'state', 'answer', 'two', 'decimal', 'places', 'you', 'advised', 'show', 'working']","['2019', 'price', 'ford', 'endeavour', 'rise', '30m', 'rupee', '30.9m', 'rupee', 'use', 'data', 'information', 'extract', 'd', 'calculate', 'percentage', 'change', 'quantity', 'demand', 'ford', 'endeavour', '2019.', 'state', 'answer', 'two', 'decimal', 'place', 'you', 'advise', 'show', 'work']",2019 price ford endeavour rose 30m rupee 30.9m rupee using data information extract d calculate percentage change quantity demanded ford endeavour 2019. state answer two decimal places you advised show working
193,Question paper - A Level Paper 1 - October 2020.pdf,17,"Assess the likely future growth of ridesharing businesses in an emerging economy, such as India.",10,meeting customer needs,96,"['Assess', 'the', 'likely', 'future', 'growth', 'of', 'ridesharing', 'businesses', 'in', 'an', 'emerging', 'economy,', 'such', 'as', 'India.']","assess likely future growth ridesharing businesses emerging economy, india.",75,2020,0,"['assess', 'likely', 'future', 'growth', 'ridesharing', 'businesses', 'emerging', 'economy', ',', 'india', '.']","['assess', 'likely', 'future', 'growth', 'ridesharing', 'businesses', 'emerging', 'economy', 'india']","['assess', 'likely', 'future', 'growth', 'ridesharing', 'business', 'emerge', 'economy', 'india']",assess likely future growth ridesharing businesses emerging economy india
195,Question paper - A Level Paper 1 - October 2020.pdf,21,Evaluate these two options and recommend which one Uber should choose to become market leader.,20,meeting customer needs,94,"['Evaluate', 'these', 'two', 'options', 'and', 'recommend', 'which', 'one', 'Uber', 'should', 'choose', 'to', 'become', 'market', 'leader.']",evaluate two options recommend one uber choose become market leader.,68,2020,0,"['evaluate', 'two', 'options', 'recommend', 'one', 'uber', 'choose', 'become', 'market', 'leader', '.']","['evaluate', 'two', 'options', 'recommend', 'one', 'uber', 'choose', 'become', 'market', 'leader']","['evaluate', 'two', 'option', 'recommend', 'one', 'uber', 'choose', 'become', 'market', 'leader']",evaluate two options recommend one uber choose become market leader
196,Question paper - Unit 1 (WBS11) - June 2022.pdf,2,Define the term ‘consumer income’ .,2,the market,35,"['Define', 'the', 'term', '‘consumer', 'income’', '.']",define term ‘consumer income’ .,31,2022,0,"['define', 'term', '‘', 'consumer', 'income', '’', '.']","['define', 'term', 'consumer', 'income']","['define', 'term', 'consumer', 'income']",define term consumer income
197,Question paper - Unit 1 (WBS11) - June 2022.pdf,3,"Using this data, calculate the total demand for Vietjet Air seats each day. You are advised to show your working.",4,the market,113,"['Using', 'this', 'data,', 'calculate', 'the', 'total', 'demand', 'for', 'Vietjet', 'Air', 'seats', 'each', 'day.', 'You', 'are', 'advised', 'to', 'show', 'your', 'working.']","using data, calculate total demand vietjet air seats day. you advised show working.",83,2022,0,"['using', 'data', ',', 'calculate', 'total', 'demand', 'vietjet', 'air', 'seats', 'day', '.', 'you', 'advised', 'show', 'working', '.']","['using', 'data', 'calculate', 'total', 'demand', 'vietjet', 'air', 'seats', 'day', 'you', 'advised', 'show', 'working']","['use', 'data', 'calculate', 'total', 'demand', 'vietjet', 'air', 'seat', 'day', 'you', 'advise', 'show', 'work']",using data calculate total demand vietjet air seats day you advised show working
